weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
5020,Unknown,London,Winter,-25.723401851360066,9,36.955709794197276,151.95722424008093,18186,Rain,1020.7150927083098
5021,18/02/2024 08PM,,Autumn,-10.263424574565242,108,76.10152984833245,23.80107814365251,18186,Fog,995.9835053966596
5022,2099-13-40 25:61,,Summer,33.56092486786037,101,21.277473287886316,94.62017229801816,18186,Rain,985.5188458524116
5023,2024-11-29T15:00Z,London,Summer,40.4386406540589,112,103.74442358981983,57.24462020514278,18186,Snow,1052.2016660087395
5024,2024-03-09 09:00,London,Autumn,10.978656905573558,69,50.38819224358595,178.81950559780586,18186,,1093.932527901783
5025,Unknown,,Spring,32.8266904630784,89,39.09881976711815,36.2584944027825,18186,,995.5327438752394
5026,2099-13-40 25:61,,,4.9156951789402825,-5,143.47631193521175,91.74666542734839,18186,Storm,901.231015754955
5027,Unknown,,Winter,-15.607807947828524,72,116.53214936374614,117.60954366912755,18186,Clear,1019.2534269076756
5028,Unknown,London,Summer,5.8334544170615885,20,118.06042540858974,102.80821831570653,18186,Clear,1030.793174425968
5029,2024-11-15 14:00,,Summer,22.197103818282855,55,93.55829539187752,166.04870559408147,18186,Clear,1065.6036611990653
5030,2024-06-04T03:00Z,,Winter,55.32479536676013,7,125.87592157654457,46.29063426392808,18186,Rain,939.8813962192235
5031,2024-01-16 03:00,London,Summer,-23.81241431201904,17,113.87437217450719,75.47822208473825,18186,Snow,1004.8655267037861
5032,17/05/2024 09PM,London,,15.665468446046454,57,89.81605562004248,158.4168593147905,18186,Storm,989.4263000778731
5033,2024-01-23T17:00Z,,Winter,-0.39721996103480706,103,144.1686602777576,105.61428234736097,18186,Clear,1032.888092232526
5034,15/05/2024 12AM,London,Spring,15.748052484902509,47,28.739242452663454,80.42347712959146,18186,Storm,912.788612740633
5035,2024-10-04T17:00Z,London,,-27.84220973611215,118,141.50695784921265,5.888502948966301,18186,Rain,1076.802586339905
5036,21/03/2024 04PM,London,Winter,-1.827718076857682,28,60.215724299829745,150.6770848031219,18186,Snow,1002.2314808476557
5037,2099-13-40 25:61,London,Winter,43.78813327743045,95,79.259847510223,194.43641559335205,18186,Clear,1075.409088993998
5038,2024-06-09T00:00Z,London,Autumn,19.854756046917373,-10,18.410897931646343,124.05740189770201,18186,Storm,968.0474263726276
5039,2024-10-15T11:00Z,London,Spring,10.552424353450569,64,81.01611583826863,171.30824413775892,18186,Rain,1030.7044429281254
5040,11/07/2024 03AM,London,Summer,-4.302743545619439,77,91.68101277872901,103.37514863898522,18186,,1091.3450298618823
5041,2099-13-40 25:61,,,-3.1761729487779675,131,149.6552312712786,46.336193084672914,18186,Fog,1088.6758381419559
5042,2099-13-40 25:61,London,Winter,4.479129023152602,140,146.27886166072898,2.888420847029094,18186,Rain,1088.8205509542433
5043,2024-05-13T11:00Z,London,Autumn,45.201363896810435,139,144.9595937811431,130.67965351799785,18186,,908.5893681033863
5044,2099-13-40 25:61,London,,57.04918861274416,49,52.2582090153086,98.62176964964893,18186,Fog,980.6032001949045
5045,2099-13-40 25:61,London,Autumn,9.478984321533709,144,148.6899748117565,156.4196294175203,18186,Storm,912.1562514895531
5046,2024-01-27T17:00Z,London,Summer,5.401755487298566,119,68.32172273926663,138.9364834870609,18186,Clear,961.8954026550165
5047,2024-05-08 11:00,,Autumn,46.18956982378765,99,127.77543881428508,197.59047364131294,18186,Clear,934.9156190187658
5048,Unknown,London,Summer,8.421478857267324,8,32.4479953528458,102.06251668240796,18186,Rain,1024.0274848223792
5049,Unknown,London,,19.681635506608607,51,75.87497694849036,85.43495793460187,18186,Fog,1056.1492302530792
5050,06/02/2024 01AM,London,Spring,-9.215250186113,60,144.9018144191408,57.34793788785899,18186,Fog,1002.6693930526803
5051,02/02/2024 05AM,London,,36.915228220116774,100,142.05470953851412,95.3722583582549,18186,Fog,1059.0946146595766
5052,2024-07-16 04:00,,Autumn,17.878948644370368,122,102.560231673214,174.5742956245844,18186,Rain,902.5626593212462
5053,26/05/2024 02PM,,Autumn,42.81310952163075,61,119.67214838295898,8.487945158348253,18186,Fog,1064.0952729318392
5054,2024-10-10 03:00,London,Summer,40.26594570258027,67,26.46400449036021,195.58000945723774,18186,Fog,935.6720449377613
5055,2024-10-18T00:00Z,London,,-10.64957085569743,89,108.2487824226236,198.6614388615596,18186,Fog,992.1871802809547
5056,Unknown,London,Winter,34.40719955019861,60,92.70762125030585,119.56427571758034,18186,,988.5171231806337
5057,2024-03-10 18:00,London,,42.00489671562343,-4,13.732760362686914,66.30884073908028,18186,,1074.6311058329693
5058,31/01/2024 07PM,London,,1.1496516704155582,39,16.97385098845144,44.60979366440476,18186,Storm,1093.1958294567935
5059,2024-03-05 09:00,,Summer,-14.465179838795292,35,16.266542662689282,55.29807913697575,18186,Storm,951.0241933075064
5060,2099-13-40 25:61,,Spring,-29.763105997837062,61,108.65354022447535,10.02108530099437,18186,Snow,913.4826345186402
5061,16/10/2024 11AM,,Winter,10.581328778383337,65,21.257281237135867,95.02219169667177,18186,,1030.1043564909694
5062,2024-10-02T20:00Z,London,Summer,1.718945838495742,63,70.15984066717057,11.464854172881168,18186,,1000.5681173506417
5063,2024-07-08T19:00Z,,Spring,19.941885044286806,131,53.547270881663664,143.69484295518504,18186,Snow,1013.1410283821389
5064,2099-13-40 25:61,,,-13.076301667009282,62,82.57562111553267,74.38589110657081,18186,,909.254042554
5065,23/10/2024 08PM,,Spring,47.36989928998277,91,105.97147308291042,39.87294634943264,18186,Fog,1055.061964323589
5066,04/06/2024 12PM,,,-6.802030593470132,83,102.7083805831998,108.97071156720767,18186,Fog,946.4706830174596
5067,2024-04-05T03:00Z,,,-9.621335542111503,58,77.3279873871565,194.75186144860274,18186,Fog,966.9873561822554
5068,Unknown,London,Winter,13.264265083592036,54,69.65023104155783,139.02620980368366,18186,Snow,945.6707425098748
5069,Unknown,,Winter,14.89659213698468,51,59.67233926833881,98.34937002083204,18186,Fog,1089.1889121184104
,13/08/2024 01PM,,,-10.642329409341645,9,129.28649224565692,155.38285985090127,18186,Storm,933.744363308117
5071,2024-02-22 21:00,,Summer,-5.532534594667581,143,49.62777073089675,147.49529437979774,18186,Snow,1046.4638008036338
5072,Unknown,London,Summer,-14.726528476027955,33,38.90487317512423,178.34709221155873,18186,,949.1494587877073
5073,18/04/2024 11AM,,Autumn,34.661416049085005,51,111.4973240482907,40.933789518789496,18186,Snow,984.9839238216618
5074,Unknown,,Summer,39.308012812867375,96,53.96451925450897,171.77551525174638,18186,Fog,1099.2123754344245
5075,2024-12-23 01:00,,Summer,11.609564771335435,114,127.04978996359027,60.20521740833977,18186,Fog,920.1153488484314
5076,2099-13-40 25:61,,Spring,34.26783204165157,34,49.183307795571714,188.19978556501943,18186,,1076.2718462173148
5077,11/03/2024 12AM,London,Winter,36.23418527437009,0,105.29172368618822,56.21302978934703,18186,Rain,1089.2099792537758
5078,Unknown,,Summer,-17.555202508997226,77,6.766350942800415,185.36970863253524,18186,Fog,1039.6454589858558
5079,2099-13-40 25:61,,,56.95602223510831,35,57.83443201654801,192.758142892816,18186,Rain,901.9924379470647
5080,2024-12-02T20:00Z,,Spring,43.8928752386788,101,51.48452624513272,29.098271491402848,18186,,1064.159716806356
5081,2024-08-11T15:00Z,,Autumn,-11.596488492375883,70,122.5018108913885,194.8999766525566,18186,Rain,1076.4543855221561
5082,03/01/2024 09PM,,Autumn,-13.245146782853677,21,145.0583104842465,17.144593685856456,18186,Fog,1096.1868313775867
5083,2024-06-12 12:00,London,Autumn,-18.690496897837555,87,69.13219150394421,43.71355732250439,18186,Clear,1067.8631495500192
5084,2099-13-40 25:61,London,Autumn,-17.545929371227345,-6,123.7254415730637,88.8337561745609,18186,Storm,989.1173934613042
5085,2024-03-24T15:00Z,,Summer,37.33456191258266,18,104.95420514360477,198.71947314234203,18186,Storm,1037.729935338786
5086,2099-13-40 25:61,London,,12.26888312564612,37,145.107898149554,97.71261023307586,18186,Fog,997.0257023914679
5087,2024-04-25T19:00Z,,Spring,40.46407554658805,5,121.66627715142371,110.08188863569717,18186,Fog,970.6036699045426
5088,2099-13-40 25:61,,,37.162940491518484,142,11.62170989455958,138.8849899047297,18186,Clear,1025.2852986301443
5089,2099-13-40 25:61,,Summer,24.415144215469944,61,106.99225835733543,193.65871165459026,18186,Fog,1053.9664879283553
5090,27/09/2024 03PM,,Summer,31.77299459208116,18,80.32495731335604,156.6702800248489,18186,Snow,1027.1801573356386
5091,2024-09-04T07:00Z,London,Summer,-28.34798480587724,35,2.465408689849075,44.830800884739716,18186,Clear,1065.3156735292423
5092,Unknown,London,,-1.9400117875480234,142,37.69694380881655,60.598186132870936,18186,Snow,935.2749949200147
5093,2099-13-40 25:61,London,,27.403996133346915,12,138.26328675403394,19.52564792170488,18186,Fog,974.7389103206319
5094,2024-12-11T21:00Z,,Autumn,-29.15895418623802,83,138.90920591801293,128.89047283294798,18186,Fog,962.517162546846
5095,Unknown,London,Spring,-27.03207506856659,103,119.82756903009516,36.148061307844316,18186,,938.8254279335597
5096,2099-13-40 25:61,,Winter,46.66991842233449,23,147.26694049169842,51.48097769587314,18186,Clear,988.6348654970702
5097,2099-13-40 25:61,London,,31.56223755228646,149,120.98178369363073,177.6227310360754,18186,,1089.5745745729332
5098,24/07/2024 06PM,London,Autumn,-6.116724019169045,106,1.5306280927867788,65.35113506640305,18186,,1007.6016583414324
5099,28/04/2024 06AM,,Winter,31.91665561068381,18,43.17515104522677,113.32934367083341,18186,,957.280975340729
5100,31/01/2024 05PM,,Winter,41.3211002225337,-2,4.593627335664429,79.5132017578354,18186,Fog,970.8121236606075
5101,2024-09-15T08:00Z,,Winter,-2.3885145200908866,28,14.116195310633916,14.806257481182715,18186,Snow,1022.6151423434255
5102,2024-12-14T19:00Z,London,Winter,-26.756636025073128,124,32.82612254261641,72.57276597934101,18186,Clear,970.549348362616
5103,Unknown,London,Winter,53.95012122189611,99,75.53378194882836,81.61364060718617,18186,Clear,1007.6693445841338
5104,20/03/2024 09PM,London,,1.0661854466067417,58,127.12980051930266,179.14022038230365,18186,Storm,954.8319786905655
5105,Unknown,,Summer,-20.416641304376427,125,129.29501342356622,64.89013072926791,18186,Clear,969.1862541800372
5106,2024-09-03 14:00,,Summer,14.267118425383266,85,92.43027878359447,75.84822395241358,18186,Storm,1041.145571767272
5107,19/04/2024 07AM,London,Summer,39.16210160977204,108,139.22639085993524,156.5793537344669,18186,,1016.9236703287775
5108,2024-12-26T06:00Z,,Spring,-10.051741684419675,107,75.00934898853122,151.7913302423196,18186,,918.6973726626759
5109,Unknown,London,Winter,-5.7458954879972985,7,133.35540661998024,159.65705532969815,18186,Rain,1094.6365037012079
5110,2024-10-21 16:00,,Spring,-8.155651188127514,91,68.10978844980181,190.7541480152008,18186,Snow,909.8673845917771
5111,2024-04-04T20:00Z,London,Winter,59.25057475485103,99,41.58375111328234,159.11149967895685,18186,Rain,916.5879144563328
5112,04/11/2024 01AM,London,Winter,-12.233663964251171,71,137.46193771506415,81.52164064357818,18186,Snow,1040.2772097482268
5113,2024-06-10 10:00,,,21.79681952695116,94,58.190261351830394,164.30170337961837,18186,Clear,1041.6036278861645
5114,2024-07-07T18:00Z,London,Spring,53.27381774912679,5,75.51061632666925,101.73492641798767,18186,Rain,903.7871066453544
5115,2024-10-25 12:00,,Summer,-16.779308800999868,10,49.329094879601584,55.54280650371306,18186,Fog,1028.5507798927197
5116,2099-13-40 25:61,London,Spring,57.37687780809301,127,99.42564004360948,60.58341362620248,18186,Rain,906.6520029552913
5117,2024-11-26T13:00Z,,Spring,55.27295109560622,95,149.25468375090531,44.76847771267967,18186,Snow,1092.1539987780054
5118,2024-03-29 23:00,London,,49.61147883524363,121,3.827032329715446,28.998591563950683,18186,Snow,1039.228518766587
5119,2024-10-07 07:00,London,Spring,-10.689913080299796,33,134.97720090106523,36.898082370730066,18186,Snow,937.3156202641903
5120,Unknown,,Winter,27.0649550409885,112,0.5889085483898104,12.635609990763875,18186,Snow,931.6209576320838
5121,2024-01-13 20:00,London,Winter,38.48023256651162,125,54.63418217193166,177.69017298647728,18186,Storm,1013.9324605440818
5122,2024-12-21T14:00Z,,,58.742513537678676,100,25.291020943427146,186.20156192982463,18186,Clear,1026.7037451273197
5123,2024-12-25 11:00,London,Winter,-13.761856012676663,106,113.6012671008827,117.3540784987791,18186,Clear,1066.2475259743478
5124,2024-12-14T16:00Z,,Summer,38.94233095673668,115,7.591626113576022,168.097911321737,18186,Storm,1080.6642298427123
5125,2024-01-06 18:00,London,Winter,0.49210529344016507,8,83.02274303764919,36.714220530629426,18186,Storm,978.5066888116413
5126,Unknown,London,Summer,-14.19361809887979,53,44.238920076796894,180.33476504539703,18186,Storm,1068.816968474298
5127,2024-05-15T17:00Z,,Summer,7.923924709246947,29,20.05053732970532,101.27231192610166,18186,,1008.4760070633467
5128,2024-05-14 19:00,London,,41.44523209337548,40,115.77273181539611,13.432998521111017,18186,Storm,994.116428120404
5129,2099-13-40 25:61,,Autumn,11.836482333364692,126,32.612525138288504,28.26254889883204,18186,,1039.7941292115577
5130,2024-07-11 12:00,London,,18.377079018274365,147,33.55128180824084,61.795292157363434,18186,Snow,920.6389922689308
5131,Unknown,London,Winter,59.56434691801091,45,41.26151777068845,8.711516070950287,18186,Snow,953.0773011465025
5132,2099-13-40 25:61,,,5.91983696016834,70,88.01501457420412,61.85867560348872,18186,Snow,1063.3525370822776
5133,2024-07-25T13:00Z,,Spring,25.386067923831583,132,98.94988975361224,11.986086623778359,18186,Snow,1000.8157676674819
5134,2024-05-20 21:00,London,Winter,2.8719781453834656,59,2.6403785552017442,47.20552103856504,18186,Fog,1081.6086872964188
5135,2024-08-31T07:00Z,,Autumn,5.3507081695834415,117,36.28044541706855,53.13395117128832,18186,Snow,917.7407467765822
5136,30/04/2024 12AM,,,32.60766781008673,115,64.64562637579243,198.87379527335878,18186,Rain,962.682562196009
5137,2024-07-22T15:00Z,London,Summer,54.40982784853951,50,49.79654282418497,47.10933475273289,18186,Rain,971.1099785608073
5138,2099-13-40 25:61,,Summer,18.812305544308927,69,132.6255987766329,47.83728978771607,18186,Storm,984.5440645446308
5139,2024-03-21T07:00Z,,Summer,39.15599360539018,110,118.15630963296282,137.357793671677,18186,Storm,1097.3640103128496
,Unknown,London,,-21.971409706473256,90,93.88353233082412,171.87149570329038,18186,Clear,962.1325428136404
5141,2099-13-40 25:61,London,Spring,-10.995776631126574,140,50.706362399555964,77.41108252041731,18186,Clear,1003.7364905930867
5142,18/08/2024 01PM,London,Summer,15.191847682757917,66,105.10085172692398,175.12360398813848,18186,Fog,1007.2142647742004
5143,2024-08-12T02:00Z,London,Spring,-28.19894487341027,134,126.54570192686917,68.02840414955142,18186,Fog,1054.1595877214734
5144,Unknown,London,Autumn,-7.243051911369708,115,89.224556603848,39.403175923003865,18186,Snow,1003.5737988171616
5145,Unknown,London,Summer,16.56611608424695,11,117.66922003400687,65.9277648655447,18186,Fog,1021.1474801241021
5146,18/05/2024 02PM,,Spring,-28.653492156932934,72,112.36574420996217,121.87127478559847,18186,Clear,1050.6656101521824
5147,2024-06-01 11:00,London,,-6.1908342396562475,130,85.76059667404833,73.42863186241475,18186,Fog,920.2264009359891
5148,2024-02-17 03:00,London,,16.262773752828252,67,46.82748252322664,134.57876079785777,18186,Storm,1092.694424704994
5149,2024-07-17 11:00,London,Winter,21.583432318312113,84,111.86732370019077,47.38717588449648,18186,Fog,1069.2608352158895
5150,07/10/2024 05PM,,Winter,53.3176523749775,98,31.019454953640967,140.19857879782975,18186,Storm,977.7545227246214
5151,Unknown,,Summer,28.081106092554705,99,116.92325197073006,69.48767264969334,18186,,1045.6835178147487
5152,2099-13-40 25:61,,Autumn,7.326222227699439,41,120.68200382137995,91.1736743203869,18186,Clear,1052.4650208817493
5153,2024-05-11 15:00,,Spring,53.7316059419761,92,123.32173193555596,111.54902808857918,18186,,1070.0492898831315
5154,2024-09-13T15:00Z,London,Winter,40.63946850490149,90,70.93739564676864,137.24500063719873,18186,Snow,937.6633650268104
,2024-10-31T22:00Z,,Autumn,-11.999197099852715,131,28.87211516556325,47.74273836974674,18186,Rain,1040.7405505287604
5156,2024-12-17 21:00,London,Winter,-18.22418747860622,52,14.95854000991031,167.1891074821621,18186,Snow,906.6681061052567
5157,2024-08-09T03:00Z,London,Winter,30.823047216845964,17,111.50418757318863,144.36854995104795,18186,Fog,923.1158248107763
5158,2024-12-21T00:00Z,London,,20.38948490192854,35,132.93920767947196,46.81958380479989,18186,,1055.2133920931008
5159,2024-05-06 20:00,London,Winter,41.07062524134801,17,97.625753825536,194.99491252058206,18186,Clear,1062.600600776352
5160,2024-08-22T20:00Z,London,Spring,36.49245450708179,-9,21.62400905825544,132.9593982060917,18186,Rain,1018.4872904249129
5161,2024-04-30 12:00,,Spring,26.269038047176352,116,140.2344672776361,90.48537729334112,18186,Snow,1016.3371948367794
5162,08/08/2024 08AM,London,Autumn,58.774395446600295,6,148.36530218089794,31.50546511070327,18186,Storm,1049.902285673586
5163,Unknown,,Winter,18.023075709936776,48,65.00679149023829,106.64420046162628,18186,Storm,1081.2169644177402
5164,Unknown,,Spring,-19.820481914845217,121,89.22379339106568,32.95517736542364,18186,Rain,984.223034173526
5165,2024-08-16T09:00Z,,Autumn,44.544620833438955,66,116.58427800024866,85.89833573956875,18186,Rain,922.9642237214697
5166,01/02/2024 03PM,,Autumn,-7.333197388886191,120,110.45846850750671,81.74250454790378,18186,Snow,1067.7998768854577
5167,2024-10-09T14:00Z,London,Summer,39.95719333295264,104,145.16807879001738,143.98792886949204,18186,Storm,968.3288291941506
5168,2024-03-15 22:00,,,56.13963864000462,86,17.232463661818336,38.476636244849956,18186,Snow,926.757154642118
5169,Unknown,,,32.71159625679071,94,87.10872992142086,164.37427097416918,18186,Storm,1022.9232800285663
5170,2024-12-17 22:00,London,Spring,23.642714485482102,13,103.78971295096382,65.22646540323316,18186,Clear,1015.6167850423379
5171,2099-13-40 25:61,London,,11.43475581075365,24,133.51476362815052,88.79772539375502,18186,Fog,994.8492413004777
5172,Unknown,London,Winter,2.7968879395862913,-9,131.1164441577226,154.4681951107685,18186,Snow,1071.9594488494317
5173,2024-03-19T04:00Z,,Autumn,1.7704275874652637,22,146.6999690341935,125.07847994270296,18186,Clear,954.4451670806736
5174,2024-09-13T10:00Z,London,Autumn,27.273543513863153,65,76.81176809065185,61.60507036038747,18186,Clear,902.6470530568761
5175,20/11/2024 11AM,London,Autumn,37.61458052439713,75,124.61413002198398,77.2405849091762,18186,Storm,964.69374378844
5176,2024-07-07 04:00,,Summer,31.06653625359729,127,64.09225621909916,61.15736279792203,18186,Snow,901.9411920804257
5177,04/06/2024 02PM,London,Spring,-12.143090892579355,70,63.347081678404834,118.95403345543143,18186,Clear,1008.7182421793678
5178,Unknown,,Winter,14.45884621291421,51,38.002254670928856,66.52490664136795,18186,Snow,975.6496585719696
5179,2099-13-40 25:61,,Summer,41.24760649647567,32,122.73559305288447,145.13953895662817,18186,,1062.7885481714172
5180,2099-13-40 25:61,London,,12.813367037015063,110,147.87226587202736,115.95743171674522,18186,,1059.5170704981635
5181,2024-09-22 20:00,London,,18.29609517619445,48,38.45125925208868,29.1413223495018,18186,Rain,986.9276986597328
5182,2024-02-12 00:00,,Spring,39.40224433537399,-2,8.419738203160849,62.05372373597648,18186,,943.2970547171647
5183,2024-06-28 18:00,London,Summer,29.513877563858237,66,122.3313656128511,44.28948838203115,18186,Fog,984.4859731884594
5184,2024-04-14 12:00,London,Spring,6.841042879415333,52,93.03450788021343,78.06264251029707,18186,Snow,1028.2635465087258
5185,2099-13-40 25:61,,Winter,50.58714400747971,41,143.95482008265066,103.19681724187262,18186,Rain,938.0411963145815
5186,2024-04-21 18:00,,Spring,-15.368963820286927,12,37.835882861542835,101.35257145682198,18186,Fog,1054.6093231140605
5187,31/10/2024 03PM,London,Winter,59.596480373129225,19,10.654148700192161,150.9047353126578,18186,Rain,966.1120420870548
5188,2024-02-11 05:00,London,,-19.30326793713865,10,73.86633912997523,37.83437272034187,18186,Clear,1086.435398983482
5189,17/12/2024 10PM,London,Summer,-28.6545026006185,32,12.819903444772123,189.29456585948935,18186,Snow,1002.3741060549216
5190,Unknown,,Autumn,50.10170110338882,124,39.26850016540612,68.56902137643372,18186,Rain,1069.4253068259445
5191,2024-09-26T23:00Z,,Autumn,-7.954184247063953,5,18.89667912287524,60.049769383227705,18186,,1023.1785160593205
5192,2024-10-17T04:00Z,London,Winter,35.672966470204884,12,33.6198269490118,137.03571563604396,18186,Rain,1010.9203687557475
5193,2024-12-02T11:00Z,London,Autumn,42.991383743886246,76,15.921697923208777,161.1033257366125,18186,Fog,1036.4260266970225
5194,2099-13-40 25:61,,Autumn,47.30877519289051,20,143.0858999140928,75.69435296273068,18186,Storm,1062.298224741552
5195,2024-12-17T23:00Z,,Summer,59.243481209775,110,41.784407017460325,149.3693949787954,18186,Storm,1028.9015008819472
5196,2024-02-11T23:00Z,,Winter,-3.536426096400085,58,66.58463789888482,176.74719122721095,18186,Clear,1059.4481374383404
5197,2024-09-27T16:00Z,London,Spring,33.92190077345332,123,134.79177114513334,153.36073304139148,18186,Rain,938.0930328919026
5198,2024-11-16T08:00Z,,Autumn,-19.61401275472546,104,101.59823819422115,6.839297114166598,18186,,955.5033080749603
5199,2024-06-11 20:00,,Spring,6.612836222116449,48,92.70562208426615,165.47378227323765,18186,Fog,945.9445643174613
5200,26/04/2024 07PM,,Winter,46.31745239813313,145,105.83447855412557,154.89619169087348,18186,Storm,1059.660637562915
5201,2024-07-01T11:00Z,London,Winter,3.089224145319754,135,124.32333856580728,133.8580476306372,18186,Storm,917.2257117714151
5202,2099-13-40 25:61,London,Spring,23.198584248205265,66,131.65039017776414,152.0044838175807,18186,Rain,1059.1726394883456
5203,2099-13-40 25:61,,Autumn,15.339609935217062,127,96.39595059975397,195.88507916638778,18186,Clear,977.8084599629043
5204,Unknown,,Summer,28.135637800084055,-4,133.50109120410866,86.22257756366993,18186,Fog,915.9014324034791
5205,2024-03-18 20:00,,Summer,57.56049504489255,26,80.30962911382153,13.444646990919562,18186,Fog,984.8852523052925
5206,21/04/2024 01AM,London,Summer,-24.98380261487381,75,41.593628440263515,92.17799392554333,18186,Fog,960.1004601067702
5207,2024-02-27 20:00,,Autumn,21.656536575146674,5,132.01150633257666,9.286731078209588,18186,,1018.39043655653
5208,2024-04-10T15:00Z,London,Winter,47.67259013252563,105,81.22092411196307,58.850081617692226,18186,Clear,994.5053266187626
5209,Unknown,London,Summer,13.324444057358477,107,135.92063813508514,117.3759583593518,18186,Clear,959.35547821767
5210,28/10/2024 06PM,London,Summer,-22.93255326525845,3,6.025172092587184,61.92457858523126,18186,Storm,1072.4531888811032
5211,2024-12-24 21:00,London,Winter,20.44854171750938,128,59.62736273118533,137.07904918190772,18186,Clear,981.3642849691138
5212,2024-04-30 03:00,London,Summer,-0.1133498258561616,76,142.17075275437023,164.39726553714422,18186,Storm,994.1379983603557
5213,2024-02-20 04:00,London,Winter,-16.05523931958577,93,37.44751391374541,84.08783585590737,18186,Snow,1069.3257049504916
5214,2024-01-23 16:00,London,Autumn,46.41310619551257,130,141.2304369057739,180.02759025860072,18186,Rain,917.8113216688042
5215,20/02/2024 11PM,,Winter,16.943956169200945,33,143.0853691693875,15.967786270080042,18186,Storm,977.978628355549
5216,12/05/2024 04AM,London,,53.994877114115994,17,132.32134713387916,168.02263284008995,18186,,980.571337305678
5217,2099-13-40 25:61,London,Autumn,42.54148541427621,5,84.55020676399481,165.71462908785978,18186,Clear,999.1651310313367
5218,Unknown,,Spring,32.36746143963006,39,97.04091736209577,64.39877926535299,18186,Snow,921.2241184718811
5219,2024-01-28T06:00Z,London,Spring,-29.547704697121926,104,130.4425497674804,59.743037424922996,18186,Clear,920.5320242499103
5220,11/10/2024 05AM,,Spring,8.504111097442497,145,116.38456235837766,61.01899623070253,18186,Fog,983.2831911531832
5221,11/04/2024 10PM,,Winter,-12.226234651317093,57,94.51407741831174,162.2787424688822,18186,Rain,906.6058016693456
5222,2024-09-02 12:00,London,,51.971811994398095,81,147.3389111806054,166.33069752203903,18186,,950.996871811927
5223,16/12/2024 12PM,,Summer,-14.287441379127575,110,102.85149545005412,65.94449176553351,18186,,940.2353507543128
5224,Unknown,,Spring,-4.254595350664307,129,146.32229886716416,118.51806948889237,18186,,997.8772522647149
5225,Unknown,,Summer,16.51530909610492,5,8.60827119106361,27.7866458880909,18186,Rain,902.2319114436422
5226,Unknown,,Winter,-6.297274290172869,42,20.844055611331868,93.75574765620442,18186,,1035.1466900527942
,2024-04-17T01:00Z,London,Winter,-11.112179044879095,38,67.71882690007358,199.75857017110766,18186,,1071.1174614261472
5228,2099-13-40 25:61,,Summer,23.918939259247722,51,57.73191913264727,31.76782954124937,18186,Fog,1041.3483036478608
5229,2024-06-15 01:00,London,Winter,-21.996342952047854,73,117.41022620355416,189.5125279920118,18186,Fog,1063.6156338724
5230,2099-13-40 25:61,London,,-24.764901715116775,143,24.092103970380563,164.85094439300155,18186,Storm,1028.6632807596372
5231,Unknown,,,3.5020765667464246,45,146.4142768667233,194.44293018925399,18186,Snow,1001.4734068778283
5232,Unknown,,Spring,34.859800905707615,109,47.2598812891371,35.9157521221066,18186,Storm,943.8043194619335
