traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
9041,Unknown,London,Chelsea,10159,117.74309180935904,44,Medium,Dry,17123
9042,2099-13-40 25:61,London,Kensington,2660,98.94001432564582,9,High,Dry,17123
9043,2024-12-03T07:00Z,London,,14651,71.70286942654877,9,Low,,17123
9044,21/10/2024 08PM,London,Camden,15735,122.25595054486871,21,Medium,Damaged,17123
9045,2099-13-40 25:61,,Camden,14299,-4.966156094781766,39,Medium,Dry,17123
9046,Unknown,,Camden,18636,43.11903096478537,40,Medium,Dry,17123
9047,2024-03-27 12:00,,Camden,18410,109.68801661211572,30,,Dry,17123
9048,2024-08-24T07:00Z,,Chelsea,17638,41.75087903834586,3,Low,Wet,17123
9049,2024-01-05 04:00,,Southwark,6767,128.2778442818797,42,,Wet,17123
9050,Unknown,,,12327,4.403380487655166,22,,Wet,17123
9051,20/05/2024 10PM,,Islington,15551,33.86196899732353,40,,Snowy,17123
9052,2099-13-40 25:61,,Southwark,355,48.11880994389011,11,High,,17123
9053,2024-09-21 07:00,,Southwark,2739,89.91393380319437,44,High,Damaged,17123
9054,19/07/2024 04PM,London,Kensington,9807,11.255917134749414,7,,Wet,17123
9055,2024-03-25T07:00Z,London,Islington,19532,-18.421786339217796,59,High,Damaged,17123
9056,30/10/2024 08PM,,Chelsea,14390,136.24149026995616,44,Medium,Dry,17123
9057,2024-02-13 13:00,London,Chelsea,3930,123.8011358233361,23,,Dry,17123
9058,Unknown,,Chelsea,4766,28.03553366204129,0,,Damaged,17123
9059,2024-06-08T06:00Z,London,Islington,5258,57.356934380815986,25,Low,Damaged,17123
9060,Unknown,London,Southwark,12517,58.227233661925894,21,High,Dry,17123
9061,2024-06-10 02:00,London,Kensington,12354,119.07608890020194,42,High,Damaged,17123
9062,2024-09-15T17:00Z,London,Southwark,6257,75.52962258346476,24,High,Damaged,17123
9063,2024-12-02T12:00Z,,,6103,112.22896364125918,30,Medium,Snowy,17123
9064,2024-04-07 21:00,London,Camden,9874,125.91906421520787,55,Medium,Damaged,17123
9065,Unknown,London,Southwark,7188,70.55250107401564,33,Medium,Snowy,17123
9066,2024-04-17T17:00Z,,Chelsea,9711,25.677194838192925,36,Medium,Wet,17123
9067,Unknown,,Camden,4310,59.793248934876644,10,Medium,,17123
9068,2099-13-40 25:61,,Kensington,2537,116.13913739586945,3,High,Dry,17123
9069,Unknown,London,Chelsea,8531,73.3790679037209,7,High,Damaged,17123
9070,08/12/2024 04AM,London,,8303,123.31550507746573,56,Medium,,17123
9071,2024-01-25T15:00Z,London,,4181,123.26976148511702,43,Low,Dry,17123
9072,2099-13-40 25:61,,Islington,483,39.73753920741409,34,Medium,,17123
9073,Unknown,London,Islington,12761,51.698223295372514,24,Medium,Snowy,17123
9074,2099-13-40 25:61,,,15435,88.46620163855513,30,,Snowy,17123
9075,2024-05-10 06:00,London,,19486,-2.2296871659216144,48,Medium,Dry,17123
9076,2024-10-15T00:00Z,,Camden,7527,54.489154790200956,22,Medium,Snowy,17123
9077,12/10/2024 07AM,London,Southwark,13635,3.9016712229022943,39,Low,Snowy,17123
9078,Unknown,,Chelsea,16551,115.67298946021862,37,Medium,Snowy,17123
9079,2099-13-40 25:61,,Chelsea,7450,130.84550892282493,3,High,Dry,17123
9080,2099-13-40 25:61,,Kensington,3291,2.64782008503337,35,,Damaged,17123
9081,2024-10-25T14:00Z,London,,13583,86.77462806334232,6,High,Damaged,17123
9082,Unknown,,Southwark,1735,81.84691665576237,9,Low,Wet,17123
9083,2099-13-40 25:61,,Kensington,12654,101.61196816554592,5,High,Snowy,17123
9084,17/03/2024 05AM,London,Islington,7280,91.32474445953063,30,High,,17123
9085,Unknown,London,,9740,14.740645650463442,3,High,Damaged,17123
9086,Unknown,London,,6093,26.59402467925146,20,High,Damaged,17123
9087,Unknown,,Kensington,17230,6.437154506896956,41,Medium,,17123
9088,Unknown,,Camden,16059,127.38303984986788,19,High,Dry,17123
9089,22/08/2024 12AM,London,Islington,11144,63.491754419037534,16,,Damaged,17123
9090,Unknown,London,,15284,136.18578433294803,51,Low,Dry,17123
9091,2024-04-26 23:00,London,Islington,887,51.89149622925477,5,High,Wet,17123
9092,Unknown,London,Islington,9503,68.43570739884726,10,Medium,Snowy,17123
9093,06/03/2024 10AM,London,Kensington,3126,106.28702751943595,17,Medium,Damaged,17123
9094,2099-13-40 25:61,London,,11506,107.55578557151473,54,High,Snowy,17123
9095,Unknown,,Kensington,4264,16.98393476782934,8,Low,Wet,17123
9096,2024-11-27T05:00Z,,Camden,1817,26.1252585807634,11,Low,Snowy,17123
9097,13/10/2024 12PM,,Camden,3180,-4.35090599239377,30,Medium,Damaged,17123
9098,2024-12-09T20:00Z,London,Chelsea,19327,108.87432025205047,30,High,Dry,17123
9099,2024-05-28T23:00Z,London,,6179,107.01784347093476,42,High,,17123
9100,Unknown,,Camden,3936,-6.998590694623417,57,Medium,Wet,17123
9101,2099-13-40 25:61,London,Camden,13651,21.18921450961178,49,High,,17123
9102,Unknown,,Kensington,15490,51.97872161538746,54,High,Dry,17123
9103,2024-06-05 20:00,London,Southwark,6202,66.68463097326617,33,High,Wet,17123
9104,Unknown,,,9954,63.607075050183,15,,Snowy,17123
9105,Unknown,,Kensington,19241,137.29204603106172,40,High,Snowy,17123
9106,2024-01-09 05:00,London,Camden,3896,102.2600719689433,47,,Damaged,17123
9107,Unknown,London,Islington,10797,-1.889948444503009,11,Medium,Snowy,17123
9108,2099-13-40 25:61,,Camden,5487,26.96038047057455,48,High,Dry,17123
9109,Unknown,,Southwark,8535,35.268357863489506,12,High,Snowy,17123
9110,Unknown,,Kensington,6065,30.42369079212348,35,,,17123
,12/04/2024 03PM,London,Chelsea,1237,105.75130503605222,12,Medium,Snowy,17123
9112,2024-10-22 17:00,London,Southwark,19613,37.6898024622475,43,,,17123
9113,Unknown,,,15409,58.78827505416156,1,High,Snowy,17123
9114,2024-04-03 18:00,London,Southwark,2177,65.35266685482965,48,Medium,Dry,17123
9115,2024-07-13T15:00Z,,Camden,19307,23.267787726129292,14,,Wet,17123
9116,2024-07-27T18:00Z,London,Camden,13647,31.63132748484911,12,High,Wet,17123
9117,2024-02-11T00:00Z,London,Islington,17712,104.7996110113173,33,Medium,Wet,17123
,2024-02-03 03:00,London,Southwark,9428,118.66927422503127,25,Medium,Snowy,17123
9119,2099-13-40 25:61,London,,1433,-14.067183566926218,5,Low,Damaged,17123
9120,2099-13-40 25:61,London,,10193,76.8247296600528,20,High,Wet,17123
9121,2099-13-40 25:61,London,Chelsea,1856,81.34968188388586,43,Medium,Dry,17123
9122,2099-13-40 25:61,London,Southwark,17916,97.96947224760478,32,Medium,Snowy,17123
9123,Unknown,,Camden,6861,91.01548371390827,14,Low,Snowy,17123
9124,04/05/2024 05PM,,Camden,13029,120.38791858613146,34,High,Wet,17123
9125,Unknown,,Camden,10062,-7.444430039741494,27,,,17123
9126,2024-07-04 17:00,London,Camden,4963,42.139558164752344,41,High,Damaged,17123
9127,09/07/2024 11AM,London,Southwark,17879,105.1343117024277,5,Medium,Dry,17123
9128,24/12/2024 01AM,,Southwark,11067,115.45280190844147,36,Low,Damaged,17123
9129,06/02/2024 01PM,London,Camden,18312,22.36295012490531,53,Low,,17123
9130,11/05/2024 10AM,London,Southwark,11428,73.64544704642272,39,High,Damaged,17123
9131,Unknown,London,Chelsea,18251,8.922402477488767,5,High,Snowy,17123
9132,Unknown,,Camden,15834,116.14309597587996,10,Low,Wet,17123
9133,2024-02-15T15:00Z,London,Islington,8134,96.86882384816616,13,Medium,,17123
9134,2024-03-16 06:00,London,Southwark,12187,15.530412639862092,20,Low,Wet,17123
9135,2024-09-06 20:00,,,15027,79.80370445049428,58,Low,Dry,17123
9136,2099-13-40 25:61,London,Kensington,13259,61.49126015976617,19,,Damaged,17123
9137,2099-13-40 25:61,London,Southwark,12905,21.41227699460721,4,Medium,Damaged,17123
,2024-08-17T05:00Z,London,Chelsea,13971,122.89961623670547,44,Medium,Dry,17123
9139,Unknown,,Islington,5080,3.654287631173432,58,,Damaged,17123
9140,26/10/2024 05AM,,,16852,54.793568423789225,8,High,Damaged,17123
9141,Unknown,London,Chelsea,8628,73.24772554416077,29,High,Dry,17123
9142,2024-12-02T04:00Z,,Camden,8165,111.76730341232894,41,Medium,Snowy,17123
9143,18/04/2024 10AM,,Kensington,1685,4.028785978813367,42,High,Snowy,17123
9144,2024-08-03 07:00,London,Southwark,16668,77.46793731175357,37,Medium,,17123
9145,2024-05-25 01:00,London,Kensington,4932,-18.95044097682364,52,,Wet,17123
9146,02/03/2024 01PM,,Kensington,18868,111.613010277509,58,Low,,17123
9147,18/09/2024 09PM,London,Chelsea,1162,17.557191862765023,26,,Dry,17123
9148,Unknown,London,Southwark,15001,95.346450232167,55,High,Damaged,17123
9149,2024-08-31 18:00,,,9629,76.30044628716988,4,Low,,17123
9150,02/03/2024 04PM,,Islington,1571,-11.979618726766788,4,Medium,Snowy,17123
9151,2024-03-15 11:00,,Southwark,13064,9.316802571422098,47,Medium,,17123
9152,Unknown,London,Islington,14865,22.838511342035034,55,High,Dry,17123
9153,Unknown,London,Islington,14472,121.8764300783003,56,High,,17123
9154,2024-04-16 17:00,London,Southwark,389,56.928542187619286,39,Low,Wet,17123
,2099-13-40 25:61,,Camden,10437,126.16051489684904,14,Medium,Dry,17123
9156,Unknown,London,Islington,556,-12.408015913364139,46,,,17123
9157,2099-13-40 25:61,,Camden,6549,-18.94978020542119,8,,Wet,17123
9158,2024-10-31T17:00Z,,Chelsea,2000,131.719459312852,46,,,17123
9159,27/04/2024 07AM,,Chelsea,18888,95.82670507212563,24,,Damaged,17123
9160,Unknown,,,3525,105.33068771418445,7,Low,Damaged,17123
9161,2024-07-10 09:00,London,,9302,126.52889825626855,13,High,Damaged,17123
9162,2024-02-10T16:00Z,,Chelsea,6142,137.52619076775935,38,Medium,Damaged,17123
9163,2099-13-40 25:61,,Southwark,5328,-4.366053134084833,31,High,,17123
9164,28/05/2024 03AM,,Southwark,12511,5.326615059536959,30,Low,Dry,17123
9165,11/11/2024 08PM,,Camden,1276,10.171751832609832,22,High,Damaged,17123
9166,2024-07-18T23:00Z,,,7327,110.94682540568539,43,Medium,Wet,17123
9167,06/11/2024 03PM,London,Camden,19650,36.88798611187961,0,High,,17123
9168,2024-05-05T15:00Z,,,9592,74.92343155726971,46,,Snowy,17123
9169,2024-12-18 12:00,London,Kensington,6287,116.8355059202369,30,Low,,17123
9170,06/05/2024 04AM,London,,4225,89.30557436072051,6,Medium,Wet,17123
9171,2024-09-25 16:00,London,Kensington,18419,-9.533536964240152,14,Low,Damaged,17123
9172,06/08/2024 07AM,,Islington,13762,51.30781707597174,41,,Snowy,17123
9173,Unknown,,,5810,-9.199991742833884,5,,Damaged,17123
9174,2099-13-40 25:61,,Islington,15792,56.61496714968946,15,,Wet,17123
9175,2024-09-13 10:00,,,9648,15.088434462880102,13,Low,Snowy,17123
,2099-13-40 25:61,London,Southwark,17736,-19.7906880759845,43,,Dry,17123
,2099-13-40 25:61,London,Islington,9123,110.10428668672719,16,High,Damaged,17123
9178,2024-03-29 00:00,London,Camden,10076,135.10125510445755,9,Medium,,17123
9179,2099-13-40 25:61,London,Kensington,2947,134.26122908334648,28,High,Snowy,17123
9180,2024-01-25 15:00,,Southwark,4964,27.869631002131797,41,High,Snowy,17123
9181,2024-08-18T13:00Z,,Chelsea,6145,112.60377761005492,7,,,17123
9182,Unknown,London,Islington,12494,88.6043042263868,56,High,Wet,17123
9183,2024-12-01 08:00,,Kensington,8603,108.01222244789383,10,High,Dry,17123
9184,2024-03-20T13:00Z,,,14936,115.3980877220043,58,Low,,17123
9185,2024-11-30 11:00,London,,16504,136.84459824821315,17,Low,Snowy,17123
9186,04/07/2024 11PM,,,17864,4.276742026727121,44,Medium,Snowy,17123
,Unknown,,,13853,103.15936383748831,19,Medium,Dry,17123
9188,10/04/2024 11PM,,Chelsea,8200,97.46457665312067,15,Medium,,17123
9189,Unknown,London,Islington,7808,26.03773403016278,26,Low,Snowy,17123
9190,2024-03-01T13:00Z,,,16883,42.81400892855176,22,Low,Snowy,17123
9191,2024-01-09T03:00Z,,Chelsea,6029,8.281287627918879,13,High,,17123
9192,Unknown,London,,10889,126.12371089372272,11,High,Snowy,17123
9193,28/05/2024 01AM,,Chelsea,4240,120.69371596788343,44,Low,Wet,17123
9194,2099-13-40 25:61,London,Camden,4496,78.24560233622749,26,Medium,,17123
9195,2024-04-17T12:00Z,London,Chelsea,2974,61.86079998155304,12,,Damaged,17123
9196,2024-12-06 05:00,London,Kensington,754,17.2621376613518,15,,Dry,17123
9197,2024-01-17T20:00Z,,Kensington,10339,106.33656912479479,32,,Wet,17123
9198,2024-12-05T08:00Z,,Southwark,15084,-18.687214028737262,23,High,Snowy,17123
9199,2099-13-40 25:61,,Southwark,13073,54.04587065152769,11,Low,,17123
9200,2024-04-07 08:00,,Camden,6090,117.6881883402171,8,Medium,Wet,17123
9201,Unknown,London,Camden,18698,78.95765350924049,12,Low,Dry,17123
9202,2024-01-04T17:00Z,London,Islington,7880,81.6196546514606,44,Medium,Snowy,17123
9203,29/07/2024 10PM,London,Islington,12793,-8.686811900888927,7,Low,Snowy,17123
9204,07/10/2024 08AM,,Southwark,12248,25.872756711344834,49,,Snowy,17123
9205,Unknown,,,18681,87.81795289538911,55,,Snowy,17123
9206,Unknown,,,4534,-12.061231799506764,55,Low,Wet,17123
9207,30/01/2024 07PM,London,Chelsea,3679,32.949720557701525,17,High,Wet,17123
9208,2099-13-40 25:61,,Islington,16770,36.631130169579095,26,Medium,Wet,17123
9209,2024-12-05 03:00,London,Islington,17869,59.79494224547895,40,Medium,Wet,17123
9210,2024-05-22T21:00Z,London,Camden,18927,37.980040381546196,32,High,Damaged,17123
9211,07/08/2024 12PM,,Chelsea,6115,52.65880599422451,6,Low,Damaged,17123
9212,2099-13-40 25:61,,,8328,67.51957543129643,12,Low,Damaged,17123
9213,2024-04-27T13:00Z,,,12460,0.5356546458459377,14,Medium,Damaged,17123
9214,Unknown,,Kensington,2049,8.876066347839533,33,Low,Snowy,17123
9215,2024-09-13 07:00,London,Southwark,5238,113.20175909690846,55,High,Damaged,17123
9216,Unknown,,Islington,856,53.56287079516761,39,Medium,Snowy,17123
9217,2099-13-40 25:61,London,Camden,17527,36.824331815430966,19,High,Snowy,17123
9218,2024-05-09 04:00,London,Southwark,2837,49.421042269068664,55,High,Dry,17123
9219,2099-13-40 25:61,London,Camden,6985,7.970968449919358,36,Low,Damaged,17123
9220,2024-12-14T22:00Z,London,,2266,18.37556076041583,40,High,Wet,17123
9221,04/10/2024 05PM,,Islington,8761,62.483766810645506,16,Medium,Snowy,17123
9222,Unknown,London,Camden,16581,37.42823940823431,28,Medium,Snowy,17123
9223,Unknown,London,Chelsea,3445,56.0729764808338,20,High,Dry,17123
9224,2024-01-04T13:00Z,London,Chelsea,10697,3.952747651446291,13,Low,,17123
9225,Unknown,London,Southwark,10948,5.03493317168509,28,Medium,Wet,17123
9226,2099-13-40 25:61,London,Camden,13540,41.43088314122071,40,High,Wet,17123
9227,13/02/2024 04AM,,Islington,8903,40.61722123126348,46,Low,Damaged,17123
9228,2024-02-28 08:00,London,Kensington,9118,121.33317496396589,21,,Damaged,17123
9229,2024-05-25T00:00Z,London,Kensington,16330,-14.64777908178922,51,Low,Snowy,17123
9230,Unknown,,Camden,13914,138.85687066440693,32,Medium,Damaged,17123
9231,2099-13-40 25:61,London,Chelsea,5503,133.0436894762403,12,,Snowy,17123
9232,Unknown,,,2352,66.76015210527945,41,Medium,Dry,17123
9233,2099-13-40 25:61,London,Camden,19159,95.00124191280436,30,Low,Damaged,17123
9234,Unknown,,Camden,9183,129.64074519707924,11,Medium,,17123
9235,2099-13-40 25:61,,Kensington,3426,20.19102493657394,31,Medium,,17123
9236,2024-09-22 17:00,London,Islington,8316,30.500897290257356,45,Low,Damaged,17123
9237,20/07/2024 06AM,,Southwark,12718,-2.252050656301474,5,Low,Dry,17123
9238,2024-10-02T01:00Z,London,Camden,17244,70.21537877200872,10,Low,,17123
9239,2024-04-25 12:00,London,Southwark,8899,5.511740107283636,22,,Dry,17123
9240,2024-07-11T04:00Z,,Chelsea,1314,128.93929862357672,6,Low,Dry,17123
9241,2024-04-17T12:00Z,,Islington,4554,49.05069553695185,56,Low,Snowy,17123
9242,Unknown,,Camden,1057,127.14987619210814,19,,Damaged,17123
9243,2024-05-02 11:00,London,Kensington,6886,12.815984261451838,3,Low,Wet,17123
9244,2099-13-40 25:61,London,Kensington,8121,91.04583591781301,20,Medium,Snowy,17123
9245,27/10/2024 11AM,London,,16205,83.6147324885809,43,Medium,,17123
9246,Unknown,,Kensington,15529,43.94810887213255,29,Medium,Damaged,17123
9247,Unknown,,Southwark,9361,123.73490033694819,24,High,Damaged,17123
9248,2024-05-20 20:00,London,Chelsea,7885,49.568328147561004,30,Medium,Dry,17123
9249,2024-02-26T01:00Z,London,Camden,1573,11.748884874322787,1,High,Dry,17123
9250,2024-12-22 08:00,,Southwark,8511,136.31766098340736,19,Low,,17123
9251,2024-02-17T15:00Z,,Kensington,8562,50.637024479769394,45,High,Snowy,17123
9252,2024-01-09 21:00,London,Islington,7177,13.291676428437569,40,High,Dry,17123
9253,18/03/2024 12AM,,Chelsea,18192,38.18122567702858,53,Low,,17123
9254,2024-01-27T17:00Z,London,,10655,78.1615130459499,13,,Snowy,17123
9255,26/01/2024 05AM,London,Islington,7100,61.924405697819594,37,Medium,Damaged,17123
9256,16/01/2024 05AM,,,1616,81.6187236528427,22,High,Damaged,17123
9257,2099-13-40 25:61,London,Southwark,4678,85.89716456295633,4,High,Wet,17123
9258,2024-02-07 10:00,,Camden,4978,-0.25903492594594013,51,Low,,17123
9259,Unknown,,Camden,3900,30.3815942357647,58,Low,Damaged,17123
9260,12/08/2024 04AM,London,Southwark,870,99.79215852612286,18,,,17123
9261,Unknown,London,Kensington,16683,84.05875986455362,49,High,Wet,17123
9262,11/02/2024 04AM,,Chelsea,2269,-5.86426610782695,6,Medium,Wet,17123
,2024-10-21T01:00Z,,Camden,9125,30.423613679654693,20,Low,Damaged,17123
9264,2099-13-40 25:61,London,Kensington,4328,129.0115438991702,32,Medium,Dry,17123
9265,2099-13-40 25:61,,Southwark,18609,117.92202494135063,19,,Wet,17123
9266,13/01/2024 04AM,London,Kensington,16457,87.30285641272354,8,High,Damaged,17123
9267,2099-13-40 25:61,London,Chelsea,7455,-8.341788714171088,30,Medium,Damaged,17123
9268,Unknown,,,17753,77.12882985403503,7,,Wet,17123
9269,Unknown,,,17839,-18.049898905661088,10,Medium,Snowy,17123
9270,2024-07-26T17:00Z,,Islington,11008,85.78022482715093,6,High,Dry,17123
9271,15/09/2024 07AM,London,,18649,96.9938478410488,20,Low,Wet,17123
9272,Unknown,London,Southwark,7709,59.558979136718776,48,Low,,17123
9273,2024-12-13T14:00Z,London,Islington,19232,-19.39093689583702,27,High,Wet,17123
9274,2099-13-40 25:61,London,Islington,17097,86.6576189446222,52,,Snowy,17123
9275,10/02/2024 11PM,,,7465,111.15841368622571,14,Low,Damaged,17123
9276,Unknown,London,Camden,5436,73.73879487698764,7,Low,Dry,17123
9277,2024-02-10T16:00Z,,Islington,7927,93.47160075708135,51,Medium,Damaged,17123
9278,2024-09-13T05:00Z,,Kensington,815,-5.5485825084527995,11,High,Damaged,17123
9279,Unknown,,Islington,18159,94.45149626818946,4,Medium,Snowy,17123
9280,2024-09-26T04:00Z,London,,10419,78.27087392665845,7,High,Snowy,17123
9281,Unknown,London,Southwark,9370,32.96315600493352,36,Low,Damaged,17123
9282,2024-04-17 03:00,London,Chelsea,5276,89.65343924877034,13,,Wet,17123
9283,2099-13-40 25:61,,Islington,19298,83.29326118550722,3,,Damaged,17123
9284,2024-05-23 07:00,,,7790,75.91363839982628,26,Low,,17123
9285,2024-10-28 09:00,London,Islington,14309,9.271264530627636,14,Low,Wet,17123
9286,2099-13-40 25:61,London,Kensington,10690,27.395475961392712,19,Medium,Snowy,17123
9287,Unknown,London,Chelsea,6505,138.6212434825176,21,High,,17123
9288,2024-05-21 23:00,,Southwark,4572,49.29746784985912,41,High,Wet,17123
9289,02/02/2024 04AM,,,1167,-10.491756231210232,48,Low,,17123
9290,2024-07-25T09:00Z,London,,8448,123.84084973021243,35,High,Wet,17123
9291,10/07/2024 10AM,London,Chelsea,13941,7.669133987994705,29,Medium,Damaged,17123
9292,2024-07-25 02:00,London,Camden,2435,44.563171114239424,32,Low,Snowy,17123
9293,2024-02-11T03:00Z,,Chelsea,18132,24.479826153759504,27,,Snowy,17123
9294,Unknown,London,Islington,2674,134.2200725058821,37,Medium,Dry,17123
9295,2099-13-40 25:61,London,Camden,2451,40.49577262556761,39,Low,Wet,17123
9296,15/03/2024 09AM,,Southwark,12754,93.39471422565681,3,,Snowy,17123
9297,2099-13-40 25:61,,Chelsea,10355,75.74127550913119,55,High,,17123
9298,2024-10-11 00:00,London,Southwark,9004,-13.123972543703424,13,Medium,Snowy,17123
9299,Unknown,,Camden,15416,41.49034855994783,1,High,Damaged,17123
9300,2099-13-40 25:61,,Southwark,14611,42.40351401701807,36,Medium,Damaged,17123
9301,Unknown,,Camden,8689,138.37333206472186,46,Low,,17123
9302,2024-03-18T02:00Z,London,Islington,18936,109.90859216936803,18,Medium,,17123
9303,Unknown,,Camden,8343,117.06468417944347,13,Low,Dry,17123
9304,30/12/2024 01AM,London,Kensington,19667,30.163387203387956,6,High,,17123
9305,07/09/2024 05PM,,Southwark,17509,32.648738418134364,8,Medium,Dry,17123
9306,29/12/2024 04AM,London,Camden,6526,62.49691334972461,32,High,Damaged,17123
9307,15/02/2024 12AM,,Camden,1397,80.96242123654969,23,Medium,Snowy,17123
9308,2024-03-25T05:00Z,,Chelsea,19196,96.52695809840529,51,Medium,,17123
9309,2099-13-40 25:61,,Islington,280,111.32829692579008,41,High,Snowy,17123
9310,2099-13-40 25:61,,Islington,12752,119.71235509448866,42,,Dry,17123
,02/02/2024 02AM,London,Islington,7760,-16.05985426655346,20,,,17123
9312,06/12/2024 08PM,London,Islington,9668,107.37534128830937,43,Medium,Wet,17123
9313,2024-08-29T02:00Z,,,16656,77.73391836688539,0,High,Dry,17123
9314,02/11/2024 03PM,London,Islington,7624,65.13356471479514,20,Low,Snowy,17123
9315,2099-13-40 25:61,,Chelsea,7506,80.55461389733338,56,Medium,Snowy,17123
9316,2099-13-40 25:61,,Camden,520,121.11011932307014,39,Low,,17123
9317,09/10/2024 12PM,London,Camden,1726,67.24654308921026,23,,Dry,17123
9318,2099-13-40 25:61,,Kensington,5228,5.950080943834752,37,Medium,Damaged,17123
9319,2099-13-40 25:61,London,Camden,7287,49.8843440312544,43,Low,Snowy,17123
9320,2099-13-40 25:61,,Southwark,9667,127.91352536947383,40,Low,Damaged,17123
9321,2024-06-30 10:00,,Islington,4997,110.31740110516071,3,,Damaged,17123
9322,2024-02-04 18:00,London,Islington,5386,12.487296226388978,5,High,Wet,17123
9323,07/02/2024 03PM,,Camden,18366,94.2630001236748,2,Low,Dry,17123
9324,2024-01-06T22:00Z,,Islington,3921,20.996275438277046,33,High,Dry,17123
9325,07/09/2024 08PM,,Kensington,15320,35.76591951844448,24,Low,Snowy,17123
9326,Unknown,London,Camden,15730,55.026778236128706,52,Low,Damaged,17123
,04/06/2024 03AM,London,,8852,50.53914045771067,26,Low,,17123
9328,2024-04-26T02:00Z,London,Southwark,18429,-15.315227731176915,17,Low,Dry,17123
9329,21/05/2024 06AM,,,17053,103.84147599682647,4,Medium,Wet,17123
9330,2024-10-16 09:00,London,Kensington,6123,115.42175906695144,53,Low,Wet,17123
9331,2024-04-24 23:00,London,Southwark,15533,64.95091834869268,23,Medium,Dry,17123
9332,2024-11-21 19:00,London,Islington,12019,7.672173258950181,31,High,Wet,17123
9333,2024-05-11 09:00,,Kensington,10044,19.670084077655048,20,Low,Dry,17123
9334,Unknown,London,Kensington,1645,0.21347372146363952,43,High,Snowy,17123
9335,Unknown,London,Southwark,9621,7.121000693288551,33,,Damaged,17123
9336,Unknown,,Southwark,3441,120.22358300473422,28,High,Snowy,17123
9337,2099-13-40 25:61,London,Islington,919,56.826046545599326,54,Medium,Snowy,17123
9338,2024-08-09 08:00,London,Kensington,7382,-2.2378451438823177,4,Low,,17123
